car_plate,owner_name,owner_addr,vechicle_type,registration_date
ZRK 74,Kumar a/p Kumar,"411 Jalan Bukit Melati, Kuala Lumpur",Truck,2008-07-04T10:03:13
WG 6,Deepa a/l Suresh,"678 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2006-03-27T15:04:11
WV 6554,Tan Mei Liang,"881 Jalan Bukit Melati, Kuala Lumpur",SUV,1994-10-30T05:01:57
FD 1417,Raj a/p Priya,"269 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1994-03-23T16:59:23
BFS 206,Lim Xuan Ling,"6 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2001-11-11T20:28:23
RJ 09,Teoh Mei Yan,"901 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2007-11-01T03:47:56
YAH 6855,Suresh a/l Raj,"562 Jalan Bukit Melati, Kuala Lumpur",Coupe,1995-07-31T03:44:14
SI 65,Priya a/p Suresh,"565 Jalan Bukit Melati, Kuala Lumpur",Coupe,1993-08-07T03:20:50
CZ 9532,Tan Jie Ling,"441 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1994-02-19T01:38:10
FCE 99,Nurul binti Muhammad,"505 Jalan Bukit Bintang, Kuala Lumpur",SUV,1996-10-12T18:40:01
NA 3350,Raj a/l Deepa,"662 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1997-06-26T00:59:25
NJ 973,Nurul bin Siti,"448 Jalan Bukit Bintang, Kuala Lumpur",Truck,2007-10-25T11:27:07
PE 6202,Nurul bin Haziq,"631 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1997-12-21T03:48:40
KHX 10,Chan Hui Xuan,"268 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2008-07-10T02:56:43
CD 6,Chong Xuan Jun,"558 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1996-06-11T04:32:02
AI 23,Nurul binti Nur,"671 Jalan Bukit Bintang, Kuala Lumpur",SUV,1991-05-20T18:03:44
SR 1186,Lakshmi a/l Raj,"494 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2006-01-01T08:02:51
WS 9,Deepa a/l Raj,"420 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2000-10-04T22:29:56
BE 1,Teoh Mei Ling,"404 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1995-04-04T02:55:32
WM 381,Ng Wei Hui,"77 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1996-12-22T20:01:29
FH 5,Foo Jie Wei,"130 Jalan Bukit Mawar, Kuala Lumpur",Truck,2000-08-27T01:37:03
UF 4,Goh Wei Ling,"430 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2005-09-11T23:30:18
TP 82,Wong Liang Wei,"418 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2003-09-02T04:08:10
XKK 962,Wong Liang Jie,"302 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2001-12-29T00:30:41
KBE 7,Priya a/l Raj,"693 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2004-03-20T22:39:39
IF 413,Wong Xuan Jie,"447 Jalan Bukit Bintang, Kuala Lumpur",Truck,1999-11-17T05:13:38
UHG 2,Raj a/l Devi,"76 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1997-05-14T04:23:09
BQK 2,Devi a/l Suresh,"586 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1990-01-18T17:00:59
AHR 224,Nurul bin Aisyah,"371 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2000-07-27T22:46:48
OH 6,Nur bin Azlan,"494 Jalan Bukit Melati, Kuala Lumpur",Coupe,2004-05-25T16:46:18
SAL 8,Chong Xuan Mei,"226 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2008-11-18T12:08:13
HG 548,Ng Liang Jie,"992 Jalan Bukit Melati, Kuala Lumpur",SUV,2007-07-01T02:22:56
CG 3,Devi a/p Priya,"233 Jalan Bukit Mawar, Kuala Lumpur",Truck,2004-04-22T21:41:44
FD 97,Liyana binti Siti,"374 Jalan Bukit Melati, Kuala Lumpur",SUV,2008-12-20T16:33:51
DKH 12,Raj a/l Deepa,"139 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2006-03-18T05:42:48
RES 93,Haziq binti Farid,"783 Jalan Bukit Bintang, Kuala Lumpur",SUV,1990-05-25T03:08:50
ZIQ 267,Anita a/l Lakshmi,"841 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1998-01-21T11:58:34
KJ 455,Siti binti Liyana,"491 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1998-01-25T17:15:18
WHQ 2404,Liyana binti Siti,"805 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2006-08-08T12:42:30
SB 2279,Deepa a/l Raj,"17 Jalan Bukit Mawar, Kuala Lumpur",Truck,1996-02-15T10:10:24
IYG 7534,Siti binti Nur,"485 Jalan Bukit Mawar, Kuala Lumpur",Truck,2009-03-25T13:01:01
TJ 7956,Chong Hui Hua,"940 Jalan Bukit Mawar, Kuala Lumpur",SUV,2004-02-01T05:49:48
SX 31,Lim Xuan Wei,"85 Jalan Bukit Mawar, Kuala Lumpur",SUV,2007-07-08T14:01:09
WB 0,Lee Xuan Wei,"380 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2002-10-16T10:01:19
UU 3943,Liyana binti Farid,"299 Jalan Bukit Melati, Kuala Lumpur",Coupe,1994-09-13T11:16:55
WKK 59,Raj a/p Raj,"400 Jalan Bukit Melati, Kuala Lumpur",Sedan,1993-07-30T21:12:14
MB 05,Ng Yan Wei,"260 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2010-10-29T23:35:06
OAG 7,Nur bin Haziq,"96 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2000-03-12T20:57:06
YZR 4,Lim Hui Jie,"897 Jalan Bukit Mawar, Kuala Lumpur",Truck,2003-10-11T17:38:42
YR 14,Farid binti Ahmad,"648 Jalan Bukit Mawar, Kuala Lumpur",Truck,1994-09-16T22:28:18
QLV 6137,Deepa a/p Priya,"19 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2005-08-27T10:00:35
ZVF 2,Devi a/l Arjun,"52 Jalan Bukit Melati, Kuala Lumpur",SUV,2004-09-30T19:11:21
AM 019,Chong Xuan Wei,"75 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2006-03-03T15:21:02
GJP 277,Anita a/p Anita,"687 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1998-07-05T02:32:29
RUB 7379,Nur binti Farid,"886 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1995-05-31T04:23:46
HO 3,Lee Mei Jun,"631 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2001-08-19T12:55:48
XUG 026,Anita a/p Kumar,"721 Jalan Bukit Melati, Kuala Lumpur",Sedan,1993-05-25T17:02:45
HRG 839,Priya a/l Lakshmi,"961 Jalan Bukit Melati, Kuala Lumpur",Coupe,1995-09-22T15:39:11
AW 965,Haziq binti Siti,"914 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2001-02-22T00:50:36
PW 86,Lee Hui Wei,"638 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2000-06-08T17:42:00
HZ 175,Raj a/p Devi,"774 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2001-02-10T12:44:38
SG 9,Nurul binti Nur,"745 Jalan Bukit Melati, Kuala Lumpur",SUV,2002-12-19T17:51:46
QFQ 06,Goh Yan Jun,"677 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2004-12-09T22:48:04
VFL 50,Aisyah binti Liyana,"820 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2000-01-23T02:17:27
XAN 50,Chan Hui Xuan,"951 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1999-12-02T16:04:07
YKQ 0904,Wong Yan Xuan,"658 Jalan Bukit Melati, Kuala Lumpur",Truck,2010-12-05T07:27:58
SL 776,Mani a/l Mani,"750 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1993-07-15T17:22:33
FS 4,Chong Jie Mei,"196 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1999-03-31T21:39:06
JEJ 6,Tan Liang Hui,"499 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2006-04-06T06:12:10
NJV 505,Siti bin Muhammad,"813 Jalan Bukit Melati, Kuala Lumpur",Coupe,2003-05-06T08:21:35
DO 1,Mani a/p Kumar,"286 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2006-11-17T21:55:56
KUP 2817,Lim Ling Yan,"756 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2004-06-01T19:25:46
FX 1,Mani a/p Kumar,"828 Jalan Bukit Bintang, Kuala Lumpur",Truck,2005-01-14T14:00:49
SGX 6317,Wong Wei Jun,"54 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1990-10-21T16:42:22
ZZF 603,Mani a/l Anita,"127 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2003-05-02T13:39:20
AIX 51,Nurul bin Azlan,"73 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2003-04-21T06:48:31
QM 3,Azlan binti Liyana,"120 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2005-12-09T15:27:17
PGC 6569,Priya a/p Anita,"79 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1997-11-08T22:10:17
BY 978,Nurul bin Haziq,"554 Jalan Bukit Bintang, Kuala Lumpur",Truck,1991-07-18T22:09:14
CF 03,Devi a/l Deepa,"615 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2002-06-08T07:06:21
PIP 78,Lakshmi a/p Kumar,"928 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1997-11-29T21:56:22
HE 5252,Ng Jie Hua,"477 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1991-10-15T08:49:22
FF 2005,Haziq binti Azlan,"691 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1992-10-06T08:21:49
ZQ 464,Lim Ling Wei,"257 Jalan Bukit Bintang, Kuala Lumpur",SUV,1992-07-23T23:34:27
SL 813,Teoh Ling Mei,"138 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2008-09-18T07:49:52
KX 3027,Farid bin Aisyah,"475 Jalan Bukit Melati, Kuala Lumpur",Sedan,1996-07-28T06:13:27
WJ 213,Lee Mei Xuan,"26 Jalan Bukit Melati, Kuala Lumpur",Sedan,2010-03-23T10:10:57
WJZ 4,Siti bin Ahmad,"262 Jalan Bukit Melati, Kuala Lumpur",Sedan,1996-12-13T04:43:44
QS 182,Raj a/p Devi,"29 Jalan Bukit Bintang, Kuala Lumpur",SUV,2006-08-10T07:49:54
DD 58,Lakshmi a/p Kumar,"376 Jalan Bukit Bintang, Kuala Lumpur",SUV,2008-09-15T12:11:09
JLV 70,Azlan binti Farid,"871 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1999-09-21T08:03:29
ODY 38,Chong Jie Mei,"572 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1995-05-24T14:39:50
CI 9861,Lim Ling Mei,"402 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2006-03-08T19:27:01
MHL 82,Lakshmi a/p Anita,"652 Jalan Bukit Mawar, Kuala Lumpur",Truck,2004-02-11T12:53:25
NGM 44,Anita a/p Deepa,"303 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1990-08-06T19:44:51
EKV 7,Haziq bin Muhammad,"378 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2008-02-02T02:41:10
DT 2729,Lim Yan Liang,"475 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2000-10-09T03:55:07
GS 4,Muhammad bin Farid,"530 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2002-12-21T08:42:38
ZZ 24,Ng Wei Jun,"85 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1995-07-30T16:32:50
HC 0,Ahmad binti Farid,"593 Jalan Bukit Melati, Kuala Lumpur",Sedan,2005-04-20T17:52:45
GR 5239,Teoh Yan Hua,"57 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1995-04-12T20:17:20
AI 2,Chan Yan Hui,"521 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1991-05-28T02:35:43
FE 777,Priya a/p Suresh,"404 Jalan Bukit Melati, Kuala Lumpur",Sedan,2006-02-06T21:26:31
EC 40,Liyana bin Muhammad,"860 Jalan Bukit Bintang, Kuala Lumpur",SUV,1997-02-18T01:25:44
BB 420,Ahmad binti Aisyah,"730 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1991-03-24T10:37:49
NMM 695,Nur binti Aisyah,"573 Jalan Bukit Bintang, Kuala Lumpur",SUV,1991-03-24T12:13:50
UI 39,Lee Yan Jie,"361 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2009-04-01T21:21:16
OLU 1888,Foo Xuan Hui,"645 Jalan Bukit Melati, Kuala Lumpur",SUV,1994-10-04T03:26:16
QNZ 8,Arjun a/l Mani,"998 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2008-02-28T04:37:51
TXA 4,Arjun a/p Anita,"426 Jalan Bukit Mawar, Kuala Lumpur",Truck,2009-04-26T12:22:50
UVC 8,Lakshmi a/l Mani,"918 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1994-02-09T15:54:52
ZM 52,Arjun a/l Arjun,"285 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2001-05-10T00:29:13
YM 1144,Raj a/p Raj,"971 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1990-10-09T01:37:38
SPX 541,Azlan binti Farid,"690 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1994-11-14T06:50:32
QCU 458,Chong Jie Yan,"881 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2002-03-04T05:54:20
GYY 8067,Foo Wei Xuan,"606 Jalan Bukit Bintang, Kuala Lumpur",Truck,1993-07-25T05:09:36
KB 760,Liyana bin Ahmad,"545 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1999-01-13T01:04:11
KP 351,Priya a/l Priya,"666 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1993-12-23T09:16:55
RH 5799,Farid binti Haziq,"757 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2003-03-08T11:26:17
OGI 53,Arjun a/l Devi,"165 Jalan Bukit Mawar, Kuala Lumpur",Truck,1994-10-06T01:52:49
VNW 197,Nurul binti Liyana,"542 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1999-07-26T03:10:34
WG 0,Liyana binti Aisyah,"281 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2006-04-22T13:26:25
XYG 05,Devi a/p Anita,"756 Jalan Bukit Bintang, Kuala Lumpur",Truck,2008-11-05T22:34:13
HN 656,Ng Jie Wei,"994 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2009-08-26T09:33:23
OVD 5,Wong Jie Yan,"773 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1994-05-23T22:14:43
VA 521,Mani a/l Priya,"118 Jalan Bukit Melati, Kuala Lumpur",Coupe,2006-08-09T05:40:46
GAQ 045,Deepa a/p Lakshmi,"792 Jalan Bukit Melati, Kuala Lumpur",Sedan,1995-08-09T08:35:01
QT 597,Chan Liang Xuan,"834 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2009-08-29T04:48:15
RJF 7,Deepa a/l Kumar,"556 Jalan Bukit Melati, Kuala Lumpur",Coupe,2005-06-06T20:09:04
WX 18,Arjun a/l Anita,"336 Jalan Bukit Bintang, Kuala Lumpur",Truck,1991-04-24T13:20:39
WLV 5509,Mani a/l Anita,"272 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1999-06-24T08:54:22
FE 5216,Kumar a/p Arjun,"113 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1997-08-16T12:07:19
WHD 79,Azlan bin Ahmad,"787 Jalan Bukit Bintang, Kuala Lumpur",SUV,2003-07-09T23:36:09
IGD 5,Suresh a/p Kumar,"189 Jalan Bukit Bintang, Kuala Lumpur",Truck,1995-03-02T07:24:34
OF 5,Tan Jie Jun,"710 Jalan Bukit Bintang, Kuala Lumpur",Truck,1998-08-12T11:46:52
TJT 6,Mani a/p Mani,"502 Jalan Bukit Bintang, Kuala Lumpur",Truck,2007-04-02T15:38:44
NR 83,Lee Jie Xuan,"76 Jalan Bukit Melati, Kuala Lumpur",Truck,2000-04-21T02:14:26
CN 9607,Kumar a/p Suresh,"478 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1994-01-13T09:47:11
FXU 63,Nur binti Haziq,"577 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2007-03-21T22:21:45
RLB 9128,Lee Ling Jie,"681 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2007-05-05T07:07:56
UE 3869,Kumar a/l Raj,"891 Jalan Bukit Melati, Kuala Lumpur",Coupe,1991-08-23T20:12:38
CUU 912,Aisyah binti Liyana,"855 Jalan Bukit Melati, Kuala Lumpur",Truck,1996-05-15T14:32:47
RRV 09,Farid binti Nur,"115 Jalan Bukit Melati, Kuala Lumpur",Truck,2000-01-05T23:34:55
AN 10,Wong Jie Hui,"179 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1990-02-25T13:20:41
CL 863,Chan Wei Yan,"223 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1996-09-29T19:06:17
KT 6,Deepa a/l Raj,"173 Jalan Bukit Bintang, Kuala Lumpur",SUV,1999-10-07T14:34:24
DJ 17,Muhammad binti Siti,"144 Jalan Bukit Melati, Kuala Lumpur",Sedan,1994-04-08T13:37:24
OGE 2,Siti binti Nur,"697 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1995-10-12T13:26:57
WEJ 4848,Goh Hui Mei,"297 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1997-04-08T06:32:40
IF 429,Wong Yan Jun,"267 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1998-06-13T17:09:20
UF 27,Siti bin Nur,"981 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2004-12-20T06:04:59
JFC 94,Lee Jun Liang,"37 Jalan Bukit Melati, Kuala Lumpur",Truck,2000-01-19T17:55:46
PBF 0536,Tan Mei Hua,"881 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2009-04-22T22:26:22
ITC 127,Priya a/l Priya,"802 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2004-06-12T22:40:50
OE 24,Lee Liang Jie,"887 Jalan Bukit Mawar, Kuala Lumpur",SUV,2000-08-30T20:24:22
ZZS 15,Anita a/l Suresh,"209 Jalan Bukit Melati, Kuala Lumpur",Sedan,2007-04-03T07:54:36
SQ 6,Haziq binti Farid,"946 Jalan Bukit Mawar, Kuala Lumpur",SUV,1996-09-11T19:38:22
ZQG 3,Deepa a/p Deepa,"889 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1996-05-14T14:25:55
AE 8,Lee Ling Hua,"1 Jalan Bukit Melati, Kuala Lumpur",Coupe,1990-09-09T06:51:22
FW 2851,Haziq bin Azlan,"347 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1995-03-28T03:41:05
EUS 886,Ahmad binti Siti,"962 Jalan Bukit Mawar, Kuala Lumpur",SUV,1991-03-24T05:39:34
VJ 8,Priya a/l Deepa,"767 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1997-12-24T17:58:18
GQK 0,Aisyah bin Liyana,"535 Jalan Bukit Melati, Kuala Lumpur",Sedan,1995-11-28T17:21:37
HX 8152,Foo Hui Jun,"527 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2002-03-26T15:41:19
ZU 592,Nurul bin Siti,"133 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1992-09-20T07:55:04
QW 2,Lim Ling Xuan,"588 Jalan Bukit Bintang, Kuala Lumpur",Truck,2010-07-13T21:18:04
EW 8253,Lim Liang Jie,"549 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2000-08-10T01:01:34
CAV 8269,Arjun a/l Devi,"983 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2008-10-04T03:38:44
USV 209,Farid binti Liyana,"587 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2010-10-21T08:18:15
QSK 1991,Foo Hui Mei,"929 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1997-07-11T20:07:30
JQ 787,Chong Liang Yan,"601 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1992-06-10T02:45:35
QH 3,Priya a/p Devi,"634 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2008-08-11T13:23:57
XPF 5,Ng Wei Yan,"35 Jalan Bukit Bintang, Kuala Lumpur",SUV,1997-04-05T22:34:15
KX 9150,Farid bin Azlan,"442 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2001-01-13T18:36:10
PGP 1,Haziq bin Ahmad,"822 Jalan Bukit Bintang, Kuala Lumpur",Truck,2005-11-09T22:55:51
RR 4,Ahmad binti Azlan,"267 Jalan Bukit Melati, Kuala Lumpur",Sedan,1995-07-10T02:11:51
SXI 679,Priya a/p Lakshmi,"597 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1990-03-20T16:08:01
UBM 7727,Mani a/p Raj,"363 Jalan Bukit Melati, Kuala Lumpur",Sedan,2005-08-07T11:32:58
GY 736,Siti binti Muhammad,"224 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2000-07-18T19:36:04
WT 621,Mani a/l Arjun,"309 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2007-06-19T13:27:30
NAP 4,Liyana bin Ahmad,"655 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2010-12-04T07:42:10
WHR 4,Nurul bin Farid,"640 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1990-09-26T18:18:37
GM 564,Lee Xuan Jun,"451 Jalan Bukit Melati, Kuala Lumpur",Coupe,1990-10-10T11:15:28
AF 6128,Anita a/p Lakshmi,"46 Jalan Bukit Melati, Kuala Lumpur",SUV,2009-03-04T13:57:21
INI 5,Chong Hua Wei,"792 Jalan Bukit Mawar, Kuala Lumpur",SUV,2001-01-29T10:43:19
FZ 229,Nur binti Liyana,"929 Jalan Bukit Melati, Kuala Lumpur",Truck,2002-12-12T20:22:03
AO 892,Nur binti Aisyah,"245 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2004-02-29T03:57:07
XW 650,Lee Wei Xuan,"270 Jalan Bukit Bintang, Kuala Lumpur",Truck,1991-04-15T09:45:16
JZL 5,Muhammad binti Nur,"845 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2008-11-20T02:36:08
QDZ 8372,Suresh a/p Arjun,"630 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1993-02-16T05:36:08
XTV 780,Deepa a/l Raj,"317 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2004-01-24T09:40:34
YQ 20,Teoh Liang Jie,"430 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2005-10-01T09:43:28
UES 02,Ahmad bin Muhammad,"702 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1996-04-02T12:47:35
DVN 7852,Ahmad bin Siti,"307 Jalan Bukit Melati, Kuala Lumpur",Coupe,2007-02-23T00:58:18
BB 1,Ng Yan Jie,"936 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2003-05-29T02:34:59
AKM 1,Lee Mei Jun,"523 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2005-06-19T14:09:29
QD 2319,Arjun a/p Kumar,"275 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2004-02-23T12:58:14
UV 98,Ahmad binti Farid,"368 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1997-03-15T15:45:03
NJL 1,Farid binti Liyana,"77 Jalan Bukit Melati, Kuala Lumpur",Coupe,2005-02-08T21:33:25
WG 797,Raj a/l Priya,"199 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2007-03-29T14:03:10
BC 38,Haziq binti Aisyah,"323 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2002-11-29T06:02:55
AE 691,Lakshmi a/p Suresh,"985 Jalan Bukit Bintang, Kuala Lumpur",SUV,1993-04-02T01:57:16
HX 3,Lee Hua Jun,"742 Jalan Bukit Mawar, Kuala Lumpur",Truck,2008-03-11T03:05:05
AJN 5,Lim Yan Jun,"295 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1996-11-23T06:11:08
GP 9,Deepa a/p Suresh,"473 Jalan Bukit Melati, Kuala Lumpur",Truck,1994-06-10T22:56:08
OR 71,Anita a/l Raj,"732 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2004-08-22T02:32:45
FGO 24,Liyana binti Aisyah,"67 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2002-07-25T04:15:43
SMK 90,Anita a/p Priya,"517 Jalan Bukit Bintang, Kuala Lumpur",Truck,2000-07-14T17:57:45
PUX 5853,Chong Hui Ling,"149 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2007-07-20T19:46:25
MDM 2319,Mani a/p Lakshmi,"524 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2005-11-30T23:26:00
IK 745,Chan Ling Jun,"371 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1995-08-05T12:26:19
HSB 71,Azlan binti Haziq,"103 Jalan Bukit Bintang, Kuala Lumpur",SUV,1993-03-04T12:35:15
IP 8662,Siti bin Haziq,"291 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2009-03-24T14:35:09
CUV 9,Nur binti Nurul,"338 Jalan Bukit Bintang, Kuala Lumpur",SUV,1995-10-29T20:30:27
HS 0833,Ahmad bin Siti,"476 Jalan Bukit Bintang, Kuala Lumpur",SUV,2005-10-05T00:48:56
KZ 0214,Anita a/l Devi,"920 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2001-06-22T21:56:21
DD 545,Muhammad bin Aisyah,"369 Jalan Bukit Bintang, Kuala Lumpur",SUV,1990-02-21T12:55:40
IHZ 47,Wong Wei Hua,"595 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2008-02-09T15:14:22
BDW 9,Azlan bin Siti,"748 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2001-01-27T05:14:56
AJO 80,Anita a/p Arjun,"431 Jalan Bukit Mawar, Kuala Lumpur",Truck,1993-05-28T13:58:49
MX 6,Priya a/l Mani,"524 Jalan Bukit Mawar, Kuala Lumpur",SUV,1990-06-01T05:32:04
AXW 7,Kumar a/p Mani,"375 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2001-01-17T17:12:23
YRR 838,Tan Hui Yan,"272 Jalan Bukit Melati, Kuala Lumpur",Truck,2007-08-26T19:32:11
ITM 733,Ng Ling Hua,"639 Jalan Bukit Mawar, Kuala Lumpur",Truck,1999-10-24T18:32:42
FAM 2456,Lim Jun Liang,"732 Jalan Bukit Bintang, Kuala Lumpur",Truck,2000-08-19T12:36:45
WS 2,Lim Mei Wei,"869 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2008-10-29T17:40:53
UKC 713,Anita a/p Devi,"93 Jalan Bukit Melati, Kuala Lumpur",Sedan,1991-10-23T01:04:25
UZG 723,Suresh a/l Arjun,"521 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1997-02-08T08:22:16
DS 9717,Anita a/p Mani,"32 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1990-01-20T05:01:42
DX 00,Lakshmi a/p Raj,"223 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1996-10-24T04:21:37
ZH 12,Wong Jun Jie,"791 Jalan Bukit Melati, Kuala Lumpur",SUV,1990-10-07T00:02:55
